name;200;left;,path;200;left;ro,created;80;right;,tag;100;left;ro,comment;260;left;,a;100;left;,b;20;left;
chcp,C:\Windows\System32\chcp.com,2016-03-05,[NEW],,,
chglogon,C:\Windows\System32\chglogon.exe,2016-03-05,[NEW],,,
chgport,C:\Windows\System32\chgport.exe,2016-03-05,[NEW],,,
chgusr,C:\Windows\System32\chgusr.exe,2016-03-05,[NEW],,,
chkdsk,C:\Windows\System32\chkdsk.exe,2016-03-05,[NEW],,,
chkntfs,C:\Windows\System32\chkntfs.exe,2016-03-05,[NEW],,,
choice,C:\Windows\System32\choice.exe,2016-03-05,[NEW],,,
cintlgnt,C:\Windows\System32\cintlgnt.ime,2016-03-05,[NEW],,,
cipher,C:\Windows\System32\cipher.exe,2016-03-05,[NEW],,,
cleanmgr,C:\Windows\System32\cleanmgr.exe,2016-03-05,[NEW],,,
clfs,C:\Windows\System32\clfs.sys,2016-03-05,[NEW],,,
cliconfg,C:\Windows\System32\cliconfg.exe,2016-03-05,[NEW],,,
cliconfg,C:\Windows\System32\cliconfg.rll,2016-03-05,[NEW],,,
clip,C:\Windows\System32\clip.exe,2016-03-05,[NEW],,,
cmd,C:\Windows\System32\cmd.exe,2016-03-05,[NEW],,,
cmdkey,C:\Windows\System32\cmdkey.exe,2016-03-05,[NEW],,,
cmdl32,C:\Windows\System32\cmdl32.exe,2016-03-05,[NEW],,,
cmmon32,C:\Windows\System32\cmmon32.exe,2016-03-05,[NEW],,,
cmstp,C:\Windows\System32\cmstp.exe,2016-03-05,[NEW],,,
cob-au,C:\Windows\System32\cob-au.rs,2016-03-05,[NEW],,,
CodeIntegrity,C:\Windows\System32\CodeIntegrity,2016-03-05,[NEW],,,
cofire,C:\Windows\System32\cofire.exe,2016-03-05,[NEW],,,
collab,C:\Windows\System32\collab.cpl,2016-03-05,[NEW],,,
COLORCNV,C:\Windows\System32\COLORCNV.DLL,2016-03-05,[NEW],,,
colorcpl,C:\Windows\System32\colorcpl.exe,2016-03-05,[NEW],,,
com,C:\Windows\System32\com,2016-03-05,[NEW],,,
comexp,C:\Windows\System32\comexp.msc,2016-03-05,[NEW],,,
COMM,C:\Windows\System32\COMM.drv,2016-03-05,[NEW],,,
COMMAND,C:\Windows\System32\COMMAND.COM,2016-03-05,[NEW],,,
COMMDLG,C:\Windows\System32\COMMDLG.DLL,2016-03-05,[NEW],,,
comp,C:\Windows\System32\comp.exe,2016-03-05,[NEW],,,
compact,C:\Windows\System32\compact.exe,2016-03-05,[NEW],,,
CompatTel,C:\Windows\System32\CompatTel,2016-03-05,[NEW],,,
CompatTelRunner,C:\Windows\System32\CompatTelRunner.exe,2016-03-05,[NEW],,,
compmgmt,C:\Windows\System32\compmgmt.msc,2016-03-05,[NEW],,,
CompMgmtLauncher,C:\Windows\System32\CompMgmtLauncher.exe,2016-03-05,[NEW],,,
ComputerDefaults,C:\Windows\System32\ComputerDefaults.exe,2016-03-05,[NEW],,,
config,C:\Windows\System32\config,2016-03-05,[NEW],,,
config,C:\Windows\System32\config.nt,2016-03-05,[NEW],,,
conhost,C:\Windows\System32\conhost.exe,2016-03-05,[NEW],,,
consent,C:\Windows\System32\consent.exe,2016-03-05,[NEW],,,
control,C:\Windows\System32\control.exe,2016-03-05,[NEW],,,
convert,C:\Windows\System32\convert.exe,2016-03-05,[NEW],,,
country,C:\Windows\System32\country.sys,2016-03-05,[NEW],,,
credwiz,C:\Windows\System32\credwiz.exe,2016-03-05,[NEW],,,
cs-CZ,C:\Windows\System32\cs-CZ,2016-03-05,[NEW],,,
cscript,C:\Windows\System32\cscript.exe,2016-03-05,[NEW],,,
csrr,C:\Windows\System32\csrr.rs,2016-03-05,[NEW],,,
csrss,C:\Windows\System32\csrss.exe,2016-03-05,[NEW],,,
csrstub,C:\Windows\System32\csrstub.exe,2016-03-05,[NEW],,,
ctfmon,C:\Windows\System32\ctfmon.exe,2016-03-05,[NEW],,,
cttune,C:\Windows\System32\cttune.exe,2016-03-05,[NEW],,,
cttunesvr,C:\Windows\System32\cttunesvr.exe,2016-03-05,[NEW],,,
C_037,C:\Windows\System32\C_037.NLS,2016-03-05,[NEW],,,
C_10000,C:\Windows\System32\C_10000.NLS,2016-03-05,[NEW],,,
C_10001,C:\Windows\System32\C_10001.NLS,2016-03-05,[NEW],,,
C_10002,C:\Windows\System32\C_10002.NLS,2016-03-05,[NEW],,,
C_10003,C:\Windows\System32\C_10003.NLS,2016-03-05,[NEW],,,
C_10004,C:\Windows\System32\C_10004.NLS,2016-03-05,[NEW],,,
C_10005,C:\Windows\System32\C_10005.NLS,2016-03-05,[NEW],,,
C_10006,C:\Windows\System32\C_10006.NLS,2016-03-05,[NEW],,,
C_10007,C:\Windows\System32\C_10007.NLS,2016-03-05,[NEW],,,
C_10008,C:\Windows\System32\C_10008.NLS,2016-03-05,[NEW],,,
C_10010,C:\Windows\System32\C_10010.NLS,2016-03-05,[NEW],,,
C_10017,C:\Windows\System32\C_10017.NLS,2016-03-05,[NEW],,,
C_10021,C:\Windows\System32\C_10021.NLS,2016-03-05,[NEW],,,
C_10029,C:\Windows\System32\C_10029.NLS,2016-03-05,[NEW],,,
C_10079,C:\Windows\System32\C_10079.NLS,2016-03-05,[NEW],,,
C_10081,C:\Windows\System32\C_10081.NLS,2016-03-05,[NEW],,,
C_10082,C:\Windows\System32\C_10082.NLS,2016-03-05,[NEW],,,
C_1026,C:\Windows\System32\C_1026.NLS,2016-03-05,[NEW],,,
C_1047,C:\Windows\System32\C_1047.NLS,2016-03-05,[NEW],,,
C_1140,C:\Windows\System32\C_1140.NLS,2016-03-05,[NEW],,,
C_1141,C:\Windows\System32\C_1141.NLS,2016-03-05,[NEW],,,
C_1142,C:\Windows\System32\C_1142.NLS,2016-03-05,[NEW],,,
C_1143,C:\Windows\System32\C_1143.NLS,2016-03-05,[NEW],,,
C_1144,C:\Windows\System32\C_1144.NLS,2016-03-05,[NEW],,,
C_1145,C:\Windows\System32\C_1145.NLS,2016-03-05,[NEW],,,
C_1146,C:\Windows\System32\C_1146.NLS,2016-03-05,[NEW],,,
C_1147,C:\Windows\System32\C_1147.NLS,2016-03-05,[NEW],,,
C_1148,C:\Windows\System32\C_1148.NLS,2016-03-05,[NEW],,,
C_1149,C:\Windows\System32\C_1149.NLS,2016-03-05,[NEW],,,
C_1250,C:\Windows\System32\C_1250.NLS,2016-03-05,[NEW],,,
C_1251,C:\Windows\System32\C_1251.NLS,2016-03-05,[NEW],,,
C_1252,C:\Windows\System32\C_1252.NLS,2016-03-05,[NEW],,,
C_1253,C:\Windows\System32\C_1253.NLS,2016-03-05,[NEW],,,
C_1254,C:\Windows\System32\C_1254.NLS,2016-03-05,[NEW],,,
C_1255,C:\Windows\System32\C_1255.NLS,2016-03-05,[NEW],,,
C_1256,C:\Windows\System32\C_1256.NLS,2016-03-05,[NEW],,,
C_1257,C:\Windows\System32\C_1257.NLS,2016-03-05,[NEW],,,
C_1258,C:\Windows\System32\C_1258.NLS,2016-03-05,[NEW],,,
C_1361,C:\Windows\System32\C_1361.NLS,2016-03-05,[NEW],,,
C_20000,C:\Windows\System32\C_20000.NLS,2016-03-05,[NEW],,,
C_20001,C:\Windows\System32\C_20001.NLS,2016-03-05,[NEW],,,
C_20002,C:\Windows\System32\C_20002.NLS,2016-03-05,[NEW],,,
C_20003,C:\Windows\System32\C_20003.NLS,2016-03-05,[NEW],,,
C_20004,C:\Windows\System32\C_20004.NLS,2016-03-05,[NEW],,,
C_20005,C:\Windows\System32\C_20005.NLS,2016-03-05,[NEW],,,
C_20105,C:\Windows\System32\C_20105.NLS,2016-03-05,[NEW],,,
C_20106,C:\Windows\System32\C_20106.NLS,2016-03-05,[NEW],,,
C_20107,C:\Windows\System32\C_20107.NLS,2016-03-05,[NEW],,,
C_20108,C:\Windows\System32\C_20108.NLS,2016-03-05,[NEW],,,
C_20127,C:\Windows\System32\C_20127.NLS,2016-03-05,[NEW],,,
C_20261,C:\Windows\System32\C_20261.NLS,2016-03-05,[NEW],,,
C_20269,C:\Windows\System32\C_20269.NLS,2016-03-05,[NEW],,,
C_20273,C:\Windows\System32\C_20273.NLS,2016-03-05,[NEW],,,
C_20277,C:\Windows\System32\C_20277.NLS,2016-03-05,[NEW],,,
C_20278,C:\Windows\System32\C_20278.NLS,2016-03-05,[NEW],,,
C_20280,C:\Windows\System32\C_20280.NLS,2016-03-05,[NEW],,,
C_20284,C:\Windows\System32\C_20284.NLS,2016-03-05,[NEW],,,
C_20285,C:\Windows\System32\C_20285.NLS,2016-03-05,[NEW],,,
C_20290,C:\Windows\System32\C_20290.NLS,2016-03-05,[NEW],,,
C_20297,C:\Windows\System32\C_20297.NLS,2016-03-05,[NEW],,,
C_20420,C:\Windows\System32\C_20420.NLS,2016-03-05,[NEW],,,
C_20423,C:\Windows\System32\C_20423.NLS,2016-03-05,[NEW],,,
C_20424,C:\Windows\System32\C_20424.NLS,2016-03-05,[NEW],,,
C_20833,C:\Windows\System32\C_20833.NLS,2016-03-05,[NEW],,,
C_20838,C:\Windows\System32\C_20838.NLS,2016-03-05,[NEW],,,
C_20866,C:\Windows\System32\C_20866.NLS,2016-03-05,[NEW],,,
C_20871,C:\Windows\System32\C_20871.NLS,2016-03-05,[NEW],,,
C_20880,C:\Windows\System32\C_20880.NLS,2016-03-05,[NEW],,,
C_20905,C:\Windows\System32\C_20905.NLS,2016-03-05,[NEW],,,
C_20924,C:\Windows\System32\C_20924.NLS,2016-03-05,[NEW],,,
C_20932,C:\Windows\System32\C_20932.NLS,2016-03-05,[NEW],,,
C_20936,C:\Windows\System32\C_20936.NLS,2016-03-05,[NEW],,,
C_20949,C:\Windows\System32\C_20949.NLS,2016-03-05,[NEW],,,
C_21025,C:\Windows\System32\C_21025.NLS,2016-03-05,[NEW],,,
C_21027,C:\Windows\System32\C_21027.NLS,2016-03-05,[NEW],,,
C_21866,C:\Windows\System32\C_21866.NLS,2016-03-05,[NEW],,,
C_28591,C:\Windows\System32\C_28591.NLS,2016-03-05,[NEW],,,
C_28592,C:\Windows\System32\C_28592.NLS,2016-03-05,[NEW],,,
C_28593,C:\Windows\System32\C_28593.NLS,2016-03-05,[NEW],,,
C_28594,C:\Windows\System32\C_28594.NLS,2016-03-05,[NEW],,,
C_28595,C:\Windows\System32\C_28595.NLS,2016-03-05,[NEW],,,
C_28596,C:\Windows\System32\C_28596.NLS,2016-03-05,[NEW],,,
C_28597,C:\Windows\System32\C_28597.NLS,2016-03-05,[NEW],,,
C_28598,C:\Windows\System32\C_28598.NLS,2016-03-05,[NEW],,,
C_28599,C:\Windows\System32\C_28599.NLS,2016-03-05,[NEW],,,
c_28603,C:\Windows\System32\c_28603.nls,2016-03-05,[NEW],,,
C_28605,C:\Windows\System32\C_28605.NLS,2016-03-05,[NEW],,,
C_437,C:\Windows\System32\C_437.NLS,2016-03-05,[NEW],,,
C_500,C:\Windows\System32\C_500.NLS,2016-03-05,[NEW],,,
C_708,C:\Windows\System32\C_708.NLS,2016-03-05,[NEW],,,
C_720,C:\Windows\System32\C_720.NLS,2016-03-05,[NEW],,,
C_737,C:\Windows\System32\C_737.NLS,2016-03-05,[NEW],,,
C_775,C:\Windows\System32\C_775.NLS,2016-03-05,[NEW],,,
C_850,C:\Windows\System32\C_850.NLS,2016-03-05,[NEW],,,
C_852,C:\Windows\System32\C_852.NLS,2016-03-05,[NEW],,,
C_855,C:\Windows\System32\C_855.NLS,2016-03-05,[NEW],,,
C_857,C:\Windows\System32\C_857.NLS,2016-03-05,[NEW],,,
C_858,C:\Windows\System32\C_858.NLS,2016-03-05,[NEW],,,
C_860,C:\Windows\System32\C_860.NLS,2016-03-05,[NEW],,,
C_861,C:\Windows\System32\C_861.NLS,2016-03-05,[NEW],,,
C_862,C:\Windows\System32\C_862.NLS,2016-03-05,[NEW],,,
C_863,C:\Windows\System32\C_863.NLS,2016-03-05,[NEW],,,
C_864,C:\Windows\System32\C_864.NLS,2016-03-05,[NEW],,,
C_865,C:\Windows\System32\C_865.NLS,2016-03-05,[NEW],,,
C_866,C:\Windows\System32\C_866.NLS,2016-03-05,[NEW],,,
C_869,C:\Windows\System32\C_869.NLS,2016-03-05,[NEW],,,
C_870,C:\Windows\System32\C_870.NLS,2016-03-05,[NEW],,,
C_874,C:\Windows\System32\C_874.NLS,2016-03-05,[NEW],,,
C_875,C:\Windows\System32\C_875.NLS,2016-03-05,[NEW],,,
C_932,C:\Windows\System32\C_932.NLS,2016-03-05,[NEW],,,
C_936,C:\Windows\System32\C_936.NLS,2016-03-05,[NEW],,,
C_949,C:\Windows\System32\C_949.NLS,2016-03-05,[NEW],,,
C_950,C:\Windows\System32\C_950.NLS,2016-03-05,[NEW],,,
C_G18030,C:\Windows\System32\C_G18030.DLL,2016-03-05,[NEW],,,
C_IS2022,C:\Windows\System32\C_IS2022.DLL,2016-03-05,[NEW],,,
C_ISCII,C:\Windows\System32\C_ISCII.DLL,2016-03-05,[NEW],,,
da-DK,C:\Windows\System32\da-DK,2016-03-05,[NEW],,,
dccw,C:\Windows\System32\dccw.exe,2016-03-05,[NEW],,,
dcomcnfg,C:\Windows\System32\dcomcnfg.exe,2016-03-05,[NEW],,,
DDEML,C:\Windows\System32\DDEML.DLL,2016-03-05,[NEW],,,
ddodiag,C:\Windows\System32\ddodiag.exe,2016-03-05,[NEW],,,
de-DE,C:\Windows\System32\de-DE,2016-03-05,[NEW],,,
debug,C:\Windows\System32\debug.exe,2016-03-05,[NEW],,,
Defrag,C:\Windows\System32\Defrag.exe,2016-03-05,[NEW],,,
desk,C:\Windows\System32\desk.cpl,2016-03-05,[NEW],,,
desktop,C:\Windows\System32\desktop.ini,2016-03-05,[NEW],,,
DeviceDisplayObjectProvider,C:\Windows\System32\DeviceDisplayObjectProvider.exe,2016-03-05,[NEW],,,
DeviceEject,C:\Windows\System32\DeviceEject.exe,2016-03-05,[NEW],,,
DevicePairingWizard,C:\Windows\System32\DevicePairingWizard.exe,2016-03-05,[NEW],,,
DeviceProperties,C:\Windows\System32\DeviceProperties.exe,2016-03-05,[NEW],,,
devmgmt,C:\Windows\System32\devmgmt.msc,2016-03-05,[NEW],,,
DFDWiz,C:\Windows\System32\DFDWiz.exe,2016-03-05,[NEW],,,
dfrgui,C:\Windows\System32\dfrgui.exe,2016-03-05,[NEW],,,
DHCPQEC,C:\Windows\System32\DHCPQEC.DLL,2016-03-05,[NEW],,,
dialer,C:\Windows\System32\dialer.exe,2016-03-05,[NEW],,,
diantz,C:\Windows\System32\diantz.exe,2016-03-05,[NEW],,,
dinotify,C:\Windows\System32\dinotify.exe,2016-03-05,[NEW],,,
diskcomp,C:\Windows\System32\diskcomp.com,2016-03-05,[NEW],,,
diskcopy,C:\Windows\System32\diskcopy.com,2016-03-05,[NEW],,,
diskmgmt,C:\Windows\System32\diskmgmt.msc,2016-03-05,[NEW],,,
diskpart,C:\Windows\System32\diskpart.exe,2016-03-05,[NEW],,,
diskperf,C:\Windows\System32\diskperf.exe,2016-03-05,[NEW],,,
diskraid,C:\Windows\System32\diskraid.exe,2016-03-05,[NEW],,,
Dism,C:\Windows\System32\Dism,2016-03-05,[NEW],,,
Dism,C:\Windows\System32\Dism.exe,2016-03-05,[NEW],,,
dispdiag,C:\Windows\System32\dispdiag.exe,2016-03-05,[NEW],,,
DisplaySwitch,C:\Windows\System32\DisplaySwitch.exe,2016-03-05,[NEW],,,
djctq,C:\Windows\System32\djctq.rs,2016-03-05,[NEW],,,
djoin,C:\Windows\System32\djoin.exe,2016-03-05,[NEW],,,
dllhost,C:\Windows\System32\dllhost.exe,2016-03-05,[NEW],,,
dllhst3g,C:\Windows\System32\dllhst3g.exe,2016-03-05,[NEW],,,
dmview,C:\Windows\System32\dmview.ocx,2016-03-05,[NEW],,,
dnscacheugc,C:\Windows\System32\dnscacheugc.exe,2016-03-05,[NEW],,,
doskey,C:\Windows\System32\doskey.exe,2016-03-05,[NEW],,,
dosx,C:\Windows\System32\dosx.exe,2016-03-05,[NEW],,,
dpapimig,C:\Windows\System32\dpapimig.exe,2016-03-05,[NEW],,,
DpiScaling,C:\Windows\System32\DpiScaling.exe,2016-03-05,[NEW],,,
dplaysvr,C:\Windows\System32\dplaysvr.exe,2016-03-05,[NEW],,,
dpnsvr,C:\Windows\System32\dpnsvr.exe,2016-03-05,[NEW],,,
driverquery,C:\Windows\System32\driverquery.exe,2016-03-05,[NEW],,,
drivers,C:\Windows\System32\drivers,2016-03-05,[NEW],,,
DriverStore,C:\Windows\System32\DriverStore,2016-03-05,[NEW],,,
drvinst,C:\Windows\System32\drvinst.exe,2016-03-05,[NEW],,,
DRWATSON,C:\Windows\System32\DRWATSON.EXE,2016-03-05,[NEW],,,
ds16gt,C:\Windows\System32\ds16gt.dLL,2016-03-05,[NEW],,,
dssec,C:\Windows\System32\dssec.dat,2016-03-05,[NEW],,,
dvdplay,C:\Windows\System32\dvdplay.exe,2016-03-05,[NEW],,,
dvdupgrd,C:\Windows\System32\dvdupgrd.exe,2016-03-05,[NEW],,,
dwm,C:\Windows\System32\dwm.exe,2016-03-05,[NEW],,,
DWWIN,C:\Windows\System32\DWWIN.EXE,2016-03-05,[NEW],,,
dxdiag,C:\Windows\System32\dxdiag.exe,2016-03-05,[NEW],,,
Dxpserver,C:\Windows\System32\Dxpserver.exe,2016-03-05,[NEW],,,
e1c6232,C:\Windows\System32\e1c6232.din,2016-03-05,[NEW],,,
Eap3Host,C:\Windows\System32\Eap3Host.exe,2016-03-05,[NEW],,,
EAPQEC,C:\Windows\System32\EAPQEC.DLL,2016-03-05,[NEW],,,
edit,C:\Windows\System32\edit.com,2016-03-05,[NEW],,,
EDIT,C:\Windows\System32\EDIT.HLP,2016-03-05,[NEW],,,
edlin,C:\Windows\System32\edlin.exe,2016-03-05,[NEW],,,
efsui,C:\Windows\System32\efsui.exe,2016-03-05,[NEW],,,
ega,C:\Windows\System32\ega.cpi,2016-03-05,[NEW],,,
EhStorAuthn,C:\Windows\System32\EhStorAuthn.exe,2016-03-05,[NEW],,,
el-GR,C:\Windows\System32\el-GR,2016-03-05,[NEW],,,
en,C:\Windows\System32\en,2016-03-05,[NEW],,,
en-US,C:\Windows\System32\en-US,2016-03-05,[NEW],,,
es-ES,C:\Windows\System32\es-ES,2016-03-05,[NEW],,,
esentutl,C:\Windows\System32\esentutl.exe,2016-03-05,[NEW],,,
esrb,C:\Windows\System32\esrb.rs,2016-03-05,[NEW],,,
et-EE,C:\Windows\System32\et-EE,2016-03-05,[NEW],,,
eudcedit,C:\Windows\System32\eudcedit.exe,2016-03-05,[NEW],,,
eventcreate,C:\Windows\System32\eventcreate.exe,2016-03-05,[NEW],,,
EventViewer_EventDetails,C:\Windows\System32\EventViewer_EventDetails.xsl,2016-03-05,[NEW],,,
eventvwr,C:\Windows\System32\eventvwr.exe,2016-03-05,[NEW],,,
eventvwr,C:\Windows\System32\eventvwr.msc,2016-03-05,[NEW],,,
exe2bin,C:\Windows\System32\exe2bin.exe,2016-03-05,[NEW],,,
expand,C:\Windows\System32\expand.exe,2016-03-05,[NEW],,,
extrac32,C:\Windows\System32\extrac32.exe,2016-03-05,[NEW],,,
fastopen,C:\Windows\System32\fastopen.exe,2016-03-05,[NEW],,,
fc,C:\Windows\System32\fc.exe,2016-03-05,[NEW],,,
fi-FI,C:\Windows\System32\fi-FI,2016-03-05,[NEW],,,
find,C:\Windows\System32\find.exe,2016-03-05,[NEW],,,
findstr,C:\Windows\System32\findstr.exe,2016-03-05,[NEW],,,
finger,C:\Windows\System32\finger.exe,2016-03-05,[NEW],,,
Firewall,C:\Windows\System32\Firewall.cpl,2016-03-05,[NEW],,,
fixmapi,C:\Windows\System32\fixmapi.exe,2016-03-05,[NEW],,,
FlashPlayerApp,C:\Windows\System32\FlashPlayerApp.exe,2016-03-05,[NEW],,,
FlashPlayerCPLApp,C:\Windows\System32\FlashPlayerCPLApp.cpl,2016-03-05,[NEW],,,
fltMC,C:\Windows\System32\fltMC.exe,2016-03-05,[NEW],,,
FM20,C:\Windows\System32\FM20.DLL,2016-03-05,[NEW],,,
FM20CHS,C:\Windows\System32\FM20CHS.DLL,2016-03-05,[NEW],,,
FM20ENU,C:\Windows\System32\FM20ENU.DLL,2016-03-05,[NEW],,,
FNTCACHE,C:\Windows\System32\FNTCACHE.DAT,2016-03-05,[NEW],,,
fontview,C:\Windows\System32\fontview.exe,2016-03-05,[NEW],,,
forfiles,C:\Windows\System32\forfiles.exe,2016-03-05,[NEW],,,
format,C:\Windows\System32\format.com,2016-03-05,[NEW],,,
fpb,C:\Windows\System32\fpb.rs,2016-03-05,[NEW],,,
fr-FR,C:\Windows\System32\fr-FR,2016-03-05,[NEW],,,
fsmgmt,C:\Windows\System32\fsmgmt.msc,2016-03-05,[NEW],,,
fsutil,C:\Windows\System32\fsutil.exe,2016-03-05,[NEW],,,
FTKeyCtrl,C:\Windows\System32\FTKeyCtrl.ocx,2016-03-05,[NEW],,,
ftp,C:\Windows\System32\ftp.exe,2016-03-05,[NEW],,,
fvenotify,C:\Windows\System32\fvenotify.exe,2016-03-05,[NEW],,,
fveprompt,C:\Windows\System32\fveprompt.exe,2016-03-05,[NEW],,,
FWPUCLNT,C:\Windows\System32\FWPUCLNT.DLL,2016-03-05,[NEW],,,
FXSCOVER,C:\Windows\System32\FXSCOVER.exe,2016-03-05,[NEW],,,
FXSSVC,C:\Windows\System32\FXSSVC.exe,2016-03-05,[NEW],,,
FxsTmp,C:\Windows\System32\FxsTmp,2016-03-05,[NEW],,,
FXSUNATD,C:\Windows\System32\FXSUNATD.exe,2016-03-05,[NEW],,,
g711codc,C:\Windows\System32\g711codc.ax,2016-03-05,[NEW],,,
gatherNetworkInfo,C:\Windows\System32\gatherNetworkInfo.vbs,2016-03-05,[NEW],,,
gb2312,C:\Windows\System32\gb2312.uce,2016-03-05,[NEW],,,
GDI,C:\Windows\System32\GDI.EXE,2016-03-05,[NEW],,,
getmac,C:\Windows\System32\getmac.exe,2016-03-05,[NEW],,,
GettingStarted,C:\Windows\System32\GettingStarted.exe,2016-03-05,[NEW],,,
Gfxres.ar-SA,C:\Windows\System32\Gfxres.ar-SA.resources,2016-03-05,[NEW],,,
